Combined_ID,Year,How.happy.do.you.feel.right.now.,How.satisfied.are.you.with.your.life.in.general.,How.satisfied.are.you.with.Somerville.as.a.place.to.live.,In.general..how.similar.are.you.to.other.people.you.know._2011,When.making.decisions..are.you.more.likely.to.seek.advice.or.decide.for.yourself._2011.,How.satisfied.are.you.with.your.neighborhood.,How.proud.are.you.to.be.a.Somerville.resident._2015,How.would.you.rate.the.following..The.availability.of.information.about.city.services._2015,The.availability.of.affordable.housing_2011,How.would.you.rate.the.following..The.cost.of.housing.,How.would.you.rate.the.following..The.overall.quality.of.public.schools.in.your.community._2011,How.would.you.rate.the.following..The.overall.quality.of.public.schools.,How.would.you.rate.the.following..The.beauty.or.physical.setting_2011,How.would.you.rate.the.following..The.beauty.or.physical.setting.of.Somerville_2013,How.would.you.rate.the.following..The.effectiveness.of.the.local.police_2011_2013,How.would.you.rate.the.following..Your.trust.in.the.local.police_2015,How.would.you.rate.the.following..The.maintenance.of.streets..sidewalks..and..squares_2013,How.would.you.rate.the.following..The.maintenance.of.streets.and.sidewalks_2015,How.would.you.rate.the.following..The.availability.of.social.community.events,How.safe.do.you.feel.walking.in.your.neighborhood.at.night_2013,How.safe.do.you.feel.walking.in.your.community.at.night._2015,How.satisfied.are.you.with.the.beauty.or.physical.setting.of.your.neighborhood.,How.satisfied.are.you.with.the.appearance.of.parks.in.your.neighborhood._2013,How.satisfied.are.you.with.the.appearance.of.parks.and.squares.in.your.neighborhood.,What.is.your.sex.,What.is.your.gender._2011,Age.,Marital.status._2011,What.language..other.than.English..do.you.speak.at.home._2015,What.is.your.race_2011_2013,Are.you.of.Hispanic..Latino..or.Spanish.origin._2013,What.is.your.race.or.ethnicity._2015,Do.you.have.children.age.18.or.younger.who.live.with.you.,Describe.your.housing.status.in.Somerville.,Do.you.plan.to.move.away.from.Somerville.in.the.next.two.years.,How.long.have.you.lived.here.,What.is.your.annual.household.income.,What.neighborhood.do.you.live.in.,Are.you.a.student.,Ward,Precinct
1911,2011,8,8,3,7,3,NA,NA,NA,2,NA,3,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"60,000 - $69,999",NA,NA,NA,NA
1912,2011,9,9,9,3,10,NA,NA,NA,3,NA,R,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,Married,NA,R,NA,NA,NA,NA,NA,6-11 Years,"100,000 and up",NA,NA,NA,NA
1913,2011,8,8,8,8,3,NA,NA,NA,4,NA,R,NA,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"100,000 and up",NA,NA,NA,NA
1914,2011,5,5,4,6,6,NA,NA,NA,3,NA,2,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,R,NA,NA,NA,NA
1915,2011,10,10,10,7,10,NA,NA,NA,3,NA,2,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"100,000 and up",NA,NA,NA,NA
1916,2011,7,7,8,8,7,NA,NA,NA,3,NA,1,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"60,000 - $69,999",NA,NA,NA,NA
1917,2011,6,6,9,7,3,NA,NA,NA,4,NA,5,NA,3.5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,61+,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"Less than $10,000",NA,NA,NA,NA
1918,2011,7,7,5,7,8,NA,NA,NA,R,NA,2,NA,3,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,12-17 Years,"90,000 - $99,999",NA,NA,NA,NA
1919,2011,10,10,10,10,10,NA,NA,NA,3,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,51-60,Widowed,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"30,000 - $39,999",NA,NA,NA,NA
1920,2011,10,10,10,9,9,NA,NA,NA,R,NA,4,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,61+,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,R,NA,NA,NA,NA
1921,2011,8,10,10,8,9,NA,NA,NA,3,NA,R,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,61+,R,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"100,000 and up",NA,NA,NA,NA
1922,2011,5,5,5,5,6,NA,NA,NA,3,NA,R,NA,3,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"50,000 - $59,999",NA,NA,NA,NA
1923,2011,8,8,7,8,4,NA,NA,NA,3,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"50,000 - $59,999",NA,NA,NA,NA
1924,2011,6,6,8,8,7,NA,NA,NA,2,NA,R,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,Divorced,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"60,000 - $69,999",NA,NA,NA,NA
1925,2011,8,8,7,6,4,NA,NA,NA,3,NA,3,NA,2.5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"70,000 - $79,999",NA,NA,NA,NA
1926,2011,7,7,8,7,4,NA,NA,NA,3,NA,R,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,22-25,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"10,000 - $19,999",NA,NA,NA,NA
1927,2011,9,9,8,6,9,NA,NA,NA,2,NA,3,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,61+,Divorced,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"40,000 - $49,999",NA,NA,NA,NA
1928,2011,2,2,3,2,3,NA,NA,NA,3,NA,3,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,61+,Widowed,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"20,000 - $29,999",NA,NA,NA,NA
1929,2011,6,7,5,5,7,NA,NA,NA,2,NA,3,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"30,000 - $39,999",NA,NA,NA,NA
1930,2011,1,1,10,10,1,NA,NA,NA,3,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,61+,Widowed,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,R,"10,000 - $19,999",NA,NA,NA,NA
1931,2011,9,9,8,9,7,NA,NA,NA,3,NA,4,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"100,000 and up",NA,NA,NA,NA
1932,2011,7,7,7,8,6,NA,NA,NA,3,NA,3,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,61+,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"10,000 - $19,999",NA,NA,NA,NA
1933,2011,8,9,7,8,5,NA,NA,NA,4,NA,3,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"20,000 - $29,999",NA,NA,NA,NA
1934,2011,8,9,9,9,7,NA,NA,NA,3,NA,R,NA,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
1935,2011,6,4,6,4,2,NA,NA,NA,2,NA,R,NA,3,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,51-60,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,12-17 Years,"60,000 - $69,999",NA,NA,NA,NA
1936,2011,9,8,9,4,4,NA,NA,NA,5,NA,R,NA,3,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"40,000 - $49,999",NA,NA,NA,NA
1937,2011,8,8,9,8,6,NA,NA,NA,2,NA,4,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,41-50,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"50,000 - $59,999",NA,NA,NA,NA
1938,2011,10,10,10,3,7,NA,NA,NA,2,NA,3,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"80,000 - $89,999",NA,NA,NA,NA
1939,2011,3,7.5,4,7,8,NA,NA,NA,1,NA,3,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,12-17 Years,"60,000 - $69,999",NA,NA,NA,NA
1940,2011,9,8,7,7,3,NA,NA,NA,4,NA,3,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
1941,2011,8,8,8,5,6,NA,NA,NA,2,NA,4,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,41-50,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"70,000 - $79,999",NA,NA,NA,NA
1942,2011,4,6,3,5,3,NA,NA,NA,3,NA,3,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,61+,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,12-17 Years,"50,000 - $59,999",NA,NA,NA,NA
1943,2011,6,6,R,6,9,NA,NA,NA,R,NA,R,NA,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,R,R,NA,R,NA,NA,NA,NA,NA,R,R,NA,NA,NA,NA
1944,2011,7,7,10,8,3,NA,NA,NA,2,NA,4,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"50,000 - $59,999",NA,NA,NA,NA
1945,2011,10,10,9,10,4,NA,NA,NA,2,NA,1,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,Married,NA,Asian/Pacific Islander,NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
1946,2011,8,8,8,8,9,NA,NA,NA,3,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,61+,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"20,000 - $29,999",NA,NA,NA,NA
1947,2011,9,8,8,8,9,NA,NA,NA,1,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,Married,NA,Asian/Pacific Islander,NA,NA,NA,NA,NA,R,"80,000 - $89,999",NA,NA,NA,NA
1993,2011,9,9,6,7,4,NA,NA,NA,3,NA,3,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,Married,NA,R,NA,NA,NA,NA,NA,6-11 Years,"100,000 and up",NA,NA,NA,NA
1948,2011,R,R,10,R,R,NA,NA,NA,3,NA,4,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,51-60,Married,NA,"White, Hispanic Origin",NA,NA,NA,NA,NA,18+,"10,000 - $19,999",NA,NA,NA,NA
1949,2011,8,9,10,9,6,NA,NA,NA,4,NA,5,NA,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,61+,Widowed,NA,African-American,NA,NA,NA,NA,NA,0-5 Years,"10,000 - $19,999",NA,NA,NA,NA
1950,2011,3,7,7,4,2,NA,NA,NA,2,NA,5,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,41-50,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"20,000 - $29,999",NA,NA,NA,NA
1951,2011,9,9,9,7,4,NA,NA,NA,3,NA,2,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,61+,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,R,NA,NA,NA,NA
1952,2011,10,10,10,9,9,NA,NA,NA,3,NA,4,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,61+,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"80,000 - $89,999",NA,NA,NA,NA
1953,2011,6,6,7,5,5,NA,NA,NA,4,NA,2,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"60,000 - $69,999",NA,NA,NA,NA
1954,2011,8,8,6,4,8,NA,NA,NA,4,NA,R,NA,2,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"60,000 - $69,999",NA,NA,NA,NA
1955,2011,4,7,9,8,3,NA,NA,NA,3,NA,R,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"50,000 - $59,999",NA,NA,NA,NA
1956,2011,7,7,7,6,4,NA,NA,NA,2,NA,3,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"60,000 - $69,999",NA,NA,NA,NA
1957,2011,9,9,8,8,6,NA,NA,NA,2,NA,3,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,61+,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"30,000 - $39,999",NA,NA,NA,NA
1958,2011,5,10,R,1,10,NA,NA,NA,R,NA,R,NA,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,R,R,NA,R,NA,NA,NA,NA,NA,R,R,NA,NA,NA,NA
1959,2011,7,6,8,3,4,NA,NA,NA,2,NA,R,NA,3,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,22-25,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"60,000 - $69,999",NA,NA,NA,NA
1960,2011,8,5,9,8,8,NA,NA,NA,4,NA,R,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,R,NA,NA,NA,NA
1961,2011,8,8,8,8,9,NA,NA,NA,2,NA,4,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,51-60,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"40,000 - $49,999",NA,NA,NA,NA
1962,2011,7.5,9.5,8,6,9.5,NA,NA,NA,4,NA,2,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,61+,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"20,000 - $29,999",NA,NA,NA,NA
1963,2011,8,8,8,8,7,NA,NA,NA,4,NA,R,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"90,000 - $99,999",NA,NA,NA,NA
1964,2011,10,10,10,5,8,NA,NA,NA,3,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"100,000 and up",NA,NA,NA,NA
1965,2011,8,9,9,7,6,NA,NA,NA,4,NA,3,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,41-50,"Single, Never Married",NA,Asian/Pacific Islander,NA,NA,NA,NA,NA,12-17 Years,"40,000 - $49,999",NA,NA,NA,NA
1966,2011,8,8,7,8,5.5,NA,NA,NA,2,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,22-25,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
1967,2011,8,8,R,10,9,NA,NA,NA,R,NA,R,NA,R,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,R,R,NA,R,NA,NA,NA,NA,NA,R,R,NA,NA,NA,NA
1968,2011,8,8,1,8,8,NA,NA,NA,3,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,41-50,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"70,000 - $79,999",NA,NA,NA,NA
1969,2011,8,9,9,7,8,NA,NA,NA,3,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,51-60,Divorced,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"90,000 - $99,999",NA,NA,NA,NA
1970,2011,8,9,7,6,4,NA,NA,NA,2,NA,R,NA,4,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Transgender,31-40,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
1971,2011,10,10,10,10,8,NA,NA,NA,3,NA,4,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,61+,R,NA,R,NA,NA,NA,NA,NA,18+,"30,000 - $39,999",NA,NA,NA,NA
1972,2011,8,10,8,5,4,NA,NA,NA,4,NA,2,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,26-30,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,R,NA,NA,NA,NA
1973,2011,8,8,7,3,3,NA,NA,NA,4,NA,3,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,51-60,"Single, Never Married",NA,Asian/Pacific Islander,NA,NA,NA,NA,NA,18+,R,NA,NA,NA,NA
1974,2011,10,8,7,5.5,5,NA,NA,NA,3,NA,R,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Transgender,22-25,"Single, Never Married",NA,R,NA,NA,NA,NA,NA,0-5 Years,"Less than $10,000",NA,NA,NA,NA
1975,2011,8,8,6,4,6,NA,NA,NA,2,NA,R,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,61+,Divorced,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,R,NA,NA,NA,NA
1976,2011,5,5,6,6,9,NA,NA,NA,2,NA,3,NA,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,51-60,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"30,000 - $39,999",NA,NA,NA,NA
1977,2011,10,10,10,10,9,NA,NA,NA,4,NA,5,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,61+,Widowed,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"30,000 - $39,999",NA,NA,NA,NA
1978,2011,8,8,7,8,6,NA,NA,NA,3,NA,4,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
1979,2011,6,6,7,6,6,NA,NA,NA,3,NA,3,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,51-60,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,R,"30,000 - $39,999",NA,NA,NA,NA
1980,2011,10,10,10,10,5,NA,NA,NA,5,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
1981,2011,7,8,10,7,6,NA,NA,NA,3,NA,R,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,41-50,"Single, Never Married",NA,"White, Hispanic Origin",NA,NA,NA,NA,NA,6-11 Years,R,NA,NA,NA,NA
1982,2011,8,8,9,3,7,NA,NA,NA,4,NA,R,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"50,000 - $59,999",NA,NA,NA,NA
1983,2011,3,3,3,3,2,NA,NA,NA,1,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,61+,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"20,000 - $29,999",NA,NA,NA,NA
1984,2011,9,9,7,7,7,NA,NA,NA,4,NA,R,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"20,000 - $29,999",NA,NA,NA,NA
1985,2011,8,8,9,2,4,NA,NA,NA,5,NA,4,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,51-60,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
1986,2011,10,7,8,7,6,NA,NA,NA,4,NA,3,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"70,000 - $79,999",NA,NA,NA,NA
1987,2011,10,9,9,7,8,NA,NA,NA,5,NA,R,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
1988,2011,9,9,8,8,8,NA,NA,NA,5,NA,4,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"80,000 - $89,999",NA,NA,NA,NA
1989,2011,4,5,1,1,10,NA,NA,NA,3,NA,3,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,41-50,Divorced,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"40,000 - $49,999",NA,NA,NA,NA
1990,2011,R,R,4,R,R,NA,NA,NA,4,NA,3,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,41-50,Divorced,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"10,000 - $19,999",NA,NA,NA,NA
1991,2011,5,5,5,8,7,NA,NA,NA,2,NA,4,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,51-60,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"100,000 and up",NA,NA,NA,NA
1992,2011,R,R,2.5,8.5,10,NA,NA,NA,2,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,51-60,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"90,000 - $99,999",NA,NA,NA,NA
1994,2011,10,10,10,10,7,NA,NA,NA,2,NA,3,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,31-40,Divorced,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"100,000 and up",NA,NA,NA,NA
1995,2011,10,10,7,7,7,NA,NA,NA,3,NA,3,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,51-60,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"50,000 - $59,999",NA,NA,NA,NA
1996,2011,9,9,9,7,3,NA,NA,NA,3,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,26-30,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"90,000 - $99,999",NA,NA,NA,NA
1997,2011,9,9,9,9,9,NA,NA,NA,3,NA,4,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,61+,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,12-17 Years,"20,000 - $29,999",NA,NA,NA,NA
1998,2011,8,9,4,5,10,NA,NA,NA,3,NA,2,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,51-60,Married,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"100,000 and up",NA,NA,NA,NA
1999,2011,8,8,10,8,8,NA,NA,NA,R,NA,3,NA,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,61+,Divorced,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,18+,"80,000 - $89,999",NA,NA,NA,NA
2000,2011,10,9,8,6,5,NA,NA,NA,3,NA,R,NA,4,NA,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,22-25,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,0-5 Years,"60,000 - $69,999",NA,NA,NA,NA
2001,2011,7,7,7,4,7,NA,NA,NA,3,NA,3,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,31-40,"Single, Never Married",NA,"White, non-Hispanic",NA,NA,NA,NA,NA,6-11 Years,"100,000 and up",NA,NA,NA,NA
2002,2011,7,8,9,8,4,NA,NA,NA,3,NA,4,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,61+,Divorced,NA,"White, non-Hispanic",NA,NA,NA,NA,NA,12-17 Years,"40,000 - $49,999",NA,NA,NA,NA
